사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2023-11,5호선,2540,행당,"188,358","165,917","53,852","48,905",2023-12-03 09:30:40
2023-11,5호선,2541,왕십리(성동구청),"109,878","128,864","26,522","26,042",2023-12-03 09:30:40
2023-11,5호선,2542,마장,"133,636","125,013","43,150","42,412",2023-12-03 09:30:40
2023-11,5호선,2543,답십리,"384,432","345,324","86,827","83,667",2023-12-03 09:30:40
2023-11,5호선,2544,장한평,"457,889","449,504","98,946","100,785",2023-12-03 09:30:40
2023-11,5호선,2545,군자(능동),"305,343","338,904","43,188","45,628",2023-12-03 09:30:40
2023-11,5호선,2546,아차산(어린이대공원후문),"340,538","329,206","100,201","98,423",2023-12-03 09:30:40
2023-11,5호선,2547,광나루(장신대),"350,382","326,705","75,670","72,996",2023-12-03 09:30:40
2023-11,5호선,2548,천호(풍납토성),"432,002","421,016","142,806","145,665",2023-12-03 09:30:40
2023-11,5호선,2549,강동,"427,507","418,173","108,807","106,127",2023-12-03 09:30:40
2023-11,5호선,2550,길동,"160,401","165,904","77,142","78,983",2023-12-03 09:30:40
2023-11,5호선,2551,굽은다리(강동구민회관앞),"204,513","196,495","79,061","74,442",2023-12-03 09:30:40
2023-11,5호선,2552,명일,"192,294","195,576","74,893","77,329",2023-12-03 09:30:40
2023-11,5호선,2553,고덕,"228,263","223,192","80,288","78,903",2023-12-03 09:30:40
2023-11,5호선,2554,상일동,"329,321","310,926","95,511","93,383",2023-12-03 09:30:40
2023-11,5호선,2555,둔촌동,"193,743","193,649","68,574","69,224",2023-12-03 09:30:40
2023-11,5호선,2556,올림픽공원(한국체대),"127,201","113,021","41,087","37,909",2023-12-03 09:30:40
2023-11,5호선,2557,방이,"169,380","175,064","51,863","51,929",2023-12-03 09:30:40
2023-11,5호선,2558,오금,"86,560","87,460","23,256","22,462",2023-12-03 09:30:40
2023-11,5호선,2559,개롱,"142,418","147,526","52,761","54,074",2023-12-03 09:30:40
2023-11,5호선,2560,거여,"232,455","226,109","68,273","66,252",2023-12-03 09:30:40
2023-11,5호선,2561,마천,"165,427","146,848","59,912","60,921",2023-12-03 09:30:40
2023-11,5호선,2562,강일,"124,676","113,094","44,444","42,949",2023-12-03 09:30:40
2023-11,5호선,2563,미사,"427,603","433,677","87,202","86,488",2023-12-03 09:30:40
2023-11,5호선,2564,하남풍산,"99,717","99,526","32,340","32,049",2023-12-03 09:30:40
2023-11,5호선,2565,하남시청(덕풍·신장),"162,182","152,824","75,539","75,647",2023-12-03 09:30:40
2023-11,5호선,2566,하남검단산,"143,093","134,268","52,772","52,331",2023-12-03 09:30:40
2023-11,6호선,2611,응암,"400,213","394,509","123,314","123,228",2023-12-03 09:30:40
2023-11,6호선,2612,역촌,"79,344","102,315","34,365","34,059",2023-12-03 09:30:40
2023-11,6호선,2613,불광,"96,702","98,819","42,034","34,446",2023-12-03 09:30:40
2023-11,6호선,2614,독바위,"61,135","61,460","20,648","25,474",2023-12-03 09:30:40
2023-11,6호선,2615,연신내,11,0,2,0,2023-12-03 09:30:40
2023-11,6호선,2616,구산,"181,522","120,424","54,675","57,078",2023-12-03 09:30:40
2023-11,6호선,2617,새절(신사),"293,621","266,741","91,503","91,479",2023-12-03 09:30:40
2023-11,6호선,2618,증산(명지대앞),"222,216","221,321","74,652","75,210",2023-12-03 09:30:40
2023-11,6호선,2619,디지털미디어시티,"371,769","406,139","62,772","63,425",2023-12-03 09:30:40
2023-11,6호선,2620,월드컵경기장(성산),"136,448","179,160","58,166","57,915",2023-12-03 09:30:40
2023-11,6호선,2621,마포구청,"351,812","312,485","84,571","77,345",2023-12-03 09:30:40
2023-11,6호선,2622,망원,"362,355","385,266","83,079","86,814",2023-12-03 09:30:40
2023-11,6호선,2623,합정,"373,519","373,390","42,744","39,708",2023-12-03 09:30:40
2023-11,6호선,2624,상수,"290,569","332,780","23,307","23,253",2023-12-03 09:30:40
2023-11,6호선,2625,광흥창(서강),"220,625","211,406","55,299","54,592",2023-12-03 09:30:40
2023-11,6호선,2626,대흥(서강대앞),"238,705","249,080","49,272","48,911",2023-12-03 09:30:40
2023-11,6호선,2627,공덕,"477,457","464,570","81,663","76,440",2023-12-03 09:30:40
2023-11,6호선,2628,효창공원앞,"188,285","173,910","39,620","36,346",2023-12-03 09:30:40
2023-11,6호선,2629,삼각지,"208,743","184,102","21,127","17,965",2023-12-03 09:30:40
2023-11,6호선,2630,녹사평(용산구청),"138,551","140,626","19,767","19,395",2023-12-03 09:30:40
2023-11,6호선,2631,이태원,"331,196","355,215","32,680","33,151",2023-12-03 09:30:40
2023-11,6호선,2632,한강진,"274,633","322,413","18,019","17,829",2023-12-03 09:30:40
2023-11,6호선,2633,버티고개,"51,452","49,007","14,833","16,966",2023-12-03 09:30:40
2023-11,6호선,2634,약수,"92,478","89,255","23,758","22,923",2023-12-03 09:30:40
2023-11,6호선,2635,청구,"92,672","90,504","20,375","22,850",2023-12-03 09:30:40
2023-11,6호선,2636,신당,"220,770","227,283","39,635","39,034",2023-12-03 09:30:40
2023-11,6호선,2637,동묘앞,"181,386","189,899","69,307","64,226",2023-12-03 09:30:40
2023-11,6호선,2638,창신,"87,171","72,818","20,044","19,408",2023-12-03 09:30:40
2023-11,6호선,2639,보문,"205,818","190,641","33,170","31,753",2023-12-03 09:30:40
2023-11,6호선,2640,안암(고대병원앞),"382,918","382,450","40,213","39,730",2023-12-03 09:30:40
2023-11,6호선,2641,고려대(종암),"247,625","240,520","37,364","36,372",2023-12-03 09:30:40
2023-11,6호선,2642,월곡(동덕여대),"303,320","291,313","71,369","70,812",2023-12-03 09:30:40
2023-11,6호선,2643,상월곡(한국과학기술연구원),"160,579","148,292","43,002","41,593",2023-12-03 09:30:40
2023-11,6호선,2644,돌곶이,"240,162","215,685","65,634","64,649",2023-12-03 09:30:40
2023-11,6호선,2645,석계,"292,440","307,643","81,188","80,229",2023-12-03 09:30:40
2023-11,6호선,2646,태릉입구,"139,421","160,942","35,228","36,320",2023-12-03 09:30:40
2023-11,6호선,2647,화랑대(서울여대입구),"326,563","248,186","50,726","45,379",2023-12-03 09:30:40
2023-11,6호선,2648,봉화산(서울의료원),"212,090","196,349","51,545","51,143",2023-12-03 09:30:40
2023-11,6호선,2649,신내,7,0,0,0,2023-12-03 09:30:40
2023-11,7호선,2711,장암,"65,477","25,843","11,449","8,279",2023-12-03 09:30:40
2023-11,7호선,2712,도봉산,"227,261","255,445","50,494","70,846",2023-12-03 09:30:40
2023-11,7호선,2713,수락산,"272,751","264,485","99,658","101,562",2023-12-03 09:30:40
2023-11,7호선,2714,마들,"295,843","272,342","93,360","90,880",2023-12-03 09:30:40
2023-11,7호선,2715,노원,"464,756","485,452","136,121","128,853",2023-12-03 09:30:40
2023-11,7호선,2716,중계,"344,048","312,903","100,447","96,960",2023-12-03 09:30:40
2023-11,7호선,2717,하계,"435,655","406,181","118,061","113,713",2023-12-03 09:30:40
2023-11,7호선,2718,공릉(서울과학기술대),"300,348","293,087","75,129","76,043",2023-12-03 09:30:40
2023-11,7호선,2719,태릉입구,"230,886","219,176","46,541","41,856",2023-12-03 09:30:40
2023-11,7호선,2720,먹골,"234,957","228,373","68,632","70,886",2023-12-03 09:30:40
2023-11,7호선,2721,중화,"249,523","242,836","67,217","67,304",2023-12-03 09:30:40
2023-11,7호선,2722,상봉(시외버스터미널),"431,497","411,564","76,655","72,805",2023-12-03 09:30:40
2023-11,7호선,2723,면목,"362,946","345,684","97,627","101,478",2023-12-03 09:30:40
2023-11,7호선,2724,사가정,"375,599","374,982","105,769","106,611",2023-12-03 09:30:40
2023-11,7호선,2725,용마산(용마폭포공원),"138,655","132,763","35,557","38,574",2023-12-03 09:30:40
2023-11,7호선,2726,중곡,"260,970","239,376","65,694","66,469",2023-12-03 09:30:40
2023-11,7호선,2727,군자(능동),"365,592","279,740","84,321","72,469",2023-12-03 09:30:40
2023-11,7호선,2728,어린이대공원(세종대),"464,183","472,330","43,969","43,970",2023-12-03 09:30:40
2023-11,7호선,2729,건대입구,"357,036","375,769","63,272","57,905",2023-12-03 09:30:40
2023-11,7호선,2730,뚝섬유원지,"192,472","185,701","44,846","44,333",2023-12-03 09:30:40
2023-11,7호선,2731,청담,"475,291","534,580","80,654","77,885",2023-12-03 09:30:40
2023-11,7호선,2732,강남구청,"421,031","471,407","55,355","56,473",2023-12-03 09:30:40
2023-11,7호선,2733,학동,"611,377","647,406","66,212","63,223",2023-12-03 09:30:40
2023-11,7호선,2734,논현,"463,876","481,986","46,781","45,309",2023-12-03 09:30:40
2023-11,7호선,2735,반포,"149,554","146,000","38,362","36,575",2023-12-03 09:30:40
2023-11,7호선,2736,고속터미널,"461,370","363,719","81,982","72,435",2023-12-03 09:30:40
2023-11,7호선,2737,내방,"348,228","356,071","78,344","75,643",2023-12-03 09:30:40
2023-11,7호선,2738,이수,"392,569","381,686","83,103","78,643",2023-12-03 09:30:40
2023-11,7호선,2739,남성,"267,180","247,894","77,221","76,440",2023-12-03 09:30:40
2023-11,7호선,2740,숭실대입구(살피재),"388,752","384,837","67,945","70,041",2023-12-03 09:30:40
2023-11,7호선,2741,상도,"311,229","305,759","65,274","62,525",2023-12-03 09:30:40
2023-11,7호선,2742,장승배기,"204,571","196,086","69,532","70,651",2023-12-03 09:30:40
2023-11,7호선,2743,신대방삼거리,"350,672","328,379","92,524","95,155",2023-12-03 09:30:40
2023-11,7호선,2744,보라매,"172,921","176,632","32,148","33,377",2023-12-03 09:30:40
2023-11,7호선,2745,신풍,"258,655","239,429","74,215","72,676",2023-12-03 09:30:40
2023-11,7호선,2746,대림(구로구청),"227,713","229,774","43,963","43,199",2023-12-03 09:30:40
2023-11,7호선,2747,남구로,"371,422","389,929","63,853","64,057",2023-12-03 09:30:40
2023-11,7호선,2748,가산디지털단지,"1,124,211","1,129,561","99,811","94,569",2023-12-03 09:30:40
2023-11,7호선,2749,철산,"525,226","534,225","105,336","104,654",2023-12-03 09:30:40
2023-11,7호선,2750,광명사거리,"450,150","435,769","153,479","158,840",2023-12-03 09:30:40
2023-11,7호선,2751,천왕,"278,106","262,293","61,514","61,727",2023-12-03 09:30:40
2023-11,7호선,2752,온수(성공회대입구),"257,893","240,910","43,248","40,284",2023-12-03 09:30:40
2023-11,7호선,2757,부천시청,1,0,0,0,2023-12-03 09:30:40
2023-11,8호선,2811,암사,"436,649","378,394","108,559","106,449",2023-12-03 09:30:40
2023-11,8호선,2812,천호(풍납토성),"358,166","426,912","88,996","86,322",2023-12-03 09:30:40
2023-11,8호선,2813,강동구청,"238,299","246,080","69,631","70,124",2023-12-03 09:30:40
2023-11,8호선,2814,몽촌토성(평화의문),"163,972","165,752","36,933","35,925",2023-12-03 09:30:40
2023-11,8호선,2815,잠실(송파구청),"408,945","489,666","78,936","77,347",2023-12-03 09:30:40
2023-11,8호선,2816,석촌,"179,856","214,120","54,910","58,790",2023-12-03 09:30:40
2023-11,8호선,2817,송파,"210,450","205,569","66,991","66,648",2023-12-03 09:30:40
2023-11,8호선,2818,가락시장,"169,166","193,572","69,863","70,811",2023-12-03 09:30:40
2023-11,8호선,2819,문정,"543,152","565,979","64,215","64,122",2023-12-03 09:30:40
2023-11,8호선,2820,장지,"423,252","386,406","89,320","84,446",2023-12-03 09:30:40
2023-11,8호선,2821,복정,"242,731","202,343","42,016","37,460",2023-12-03 09:30:40
2023-11,8호선,2822,산성,"133,806","132,912","33,483","35,860",2023-12-03 09:30:40
2023-11,8호선,2823,남한산성입구(성남법원.검찰청),"343,088","310,739","78,394","74,631",2023-12-03 09:30:40
2023-11,8호선,2824,단대오거리,"283,457","270,790","75,504","73,778",2023-12-03 09:30:40
2023-11,8호선,2825,신흥,"109,187","114,332","40,816","43,582",2023-12-03 09:30:40
2023-11,8호선,2826,수진,"115,363","104,361","46,437","45,461",2023-12-03 09:30:40
2023-11,8호선,2827,모란,"88,582","71,353","55,811","42,867",2023-12-03 09:30:40
2023-11,8호선,2828,남위례,"173,346","176,555","33,938","33,002",2023-12-03 09:30:40
2023-11,9호선,4101,개화,"69,534","45,624","13,518","10,579",2023-12-03 09:30:40
2023-11,9호선,4102,김포공항,"201,225","293,368","20,059","25,749",2023-12-03 09:30:40
2023-11,9호선,4103,공항시장,"64,262","68,595","24,378","26,507",2023-12-03 09:30:40
2023-11,9호선,4104,신방화,"157,563","153,733","48,629","49,043",2023-12-03 09:30:40
2023-11,9호선,4105,마곡나루(서울식물원),"357,434","352,097","36,356","35,078",2023-12-03 09:30:40
2023-11,9호선,4106,양천향교,"246,124","249,820","48,947","48,274",2023-12-03 09:30:40
2023-11,9호선,4107,가양,"522,951","507,353","140,497","137,987",2023-12-03 09:30:40
2023-11,9호선,4108,증미,"188,654","178,908","37,694","37,668",2023-12-03 09:30:40
2023-11,9호선,4109,등촌,"263,204","248,203","86,865","87,204",2023-12-03 09:30:40
2023-11,9호선,4110,염창,"451,885","431,326","79,788","78,400",2023-12-03 09:30:40
2023-11,9호선,4111,신목동,"103,309","88,765","25,427","24,079",2023-12-03 09:30:40
2023-11,9호선,4112,선유도,"225,398","210,936","31,110","30,515",2023-12-03 09:30:40
2023-11,9호선,4113,당산,"500,523","503,785","72,708","67,725",2023-12-03 09:30:40
2023-11,9호선,4114,국회의사당,"426,041","443,109","64,025","58,096",2023-12-03 09:30:40
2023-11,9호선,4115,여의도,"822,800","776,117","55,087","50,999",2023-12-03 09:30:40
2023-11,9호선,4116,샛강,"154,967","154,542","31,636","30,684",2023-12-03 09:30:40
2023-11,9호선,4117,노량진,"697,996","683,853","94,245","93,742",2023-12-03 09:30:40
2023-11,9호선,4118,노들,"107,607","85,304","34,016","31,185",2023-12-03 09:30:40
2023-11,9호선,4119,흑석(중앙대입구),"246,314","248,239","59,637","60,051",2023-12-03 09:30:40
2023-11,9호선,4120,동작(현충원),"41,458","34,710","12,822","11,337",2023-12-03 09:30:40
2023-11,9호선,4121,구반포,"22,368","22,925","9,425","9,526",2023-12-03 09:30:40
2023-11,9호선,4122,신반포,"92,961","89,996","29,477","29,592",2023-12-03 09:30:40
2023-11,9호선,4123,고속터미널,"391,481","558,234","70,646","84,310",2023-12-03 09:30:40
2023-11,9호선,4124,사평,"93,537","89,302","25,004","25,091",2023-12-03 09:30:40
2023-11,9호선,4125,신논현,"862,992","849,915","56,641","55,026",2023-12-03 09:30:40
2023-11,공항철도 1호선,4201,서울역,"380,827","338,601","36,688","33,441",2023-12-03 09:30:40
2023-11,공항철도 1호선,4202,공덕,"73,826","103,005","8,997","10,956",2023-12-03 09:30:40
2023-11,공항철도 1호선,4203,홍대입구,"409,669","407,642","19,751","18,089",2023-12-03 09:30:40
2023-11,공항철도 1호선,4204,디지털미디어시티,"389,367","363,371","30,893","28,749",2023-12-03 09:30:40
2023-11,공항철도 1호선,4206,마곡나루(서울식물원),"295,796","283,261","17,043","17,405",2023-12-03 09:30:40
2023-11,공항철도 1호선,4207,김포공항,"290,747","156,289","25,338","15,432",2023-12-03 09:30:40
2023-11,공항철도 1호선,4208,계양,"355,633","333,912","37,099","34,873",2023-12-03 09:30:40
2023-11,공항철도 1호선,4209,검암,"180,192","185,113","18,208","18,587",2023-12-03 09:30:40
2023-11,공항철도 1호선,4210,청라국제도시,"200,291","189,958","15,216","15,087",2023-12-03 09:30:40
2023-11,공항철도 1호선,4211,운서,"237,342","249,703","30,523","30,855",2023-12-03 09:30:40
2023-11,공항철도 1호선,4212,공항화물청사,"52,374","55,541","10,210","9,541",2023-12-03 09:30:40
2023-11,공항철도 1호선,4213,인천공항1터미널,"359,532","344,016","34,915","31,065",2023-12-03 09:30:40
2023-11,공항철도 1호선,4215,인천공항2터미널,"180,138","156,398","16,647","14,390",2023-12-03 09:30:40
2023-11,공항철도 1호선,4217,영종,"96,871","98,554","21,587","21,456",2023-12-03 09:30:40
2023-11,9호선2~3단계,4126,언주,"304,499","308,353","33,648","33,384",2023-12-03 09:30:40
2023-11,9호선2~3단계,4127,선정릉,"259,629","282,235","30,321","31,118",2023-12-03 09:30:40
2023-11,9호선2~3단계,4128,삼성중앙,"191,414","198,985","28,735","28,267",2023-12-03 09:30:40
2023-11,9호선2~3단계,4129,봉은사,"593,215","620,089","58,040","55,666",2023-12-03 09:30:40
2023-11,9호선2~3단계,4130,종합운동장,"127,533","127,308","24,196","22,200",2023-12-03 09:30:40
2023-11,9호선2~3단계,4131,삼전,"185,344","172,483","40,700","39,946",2023-12-03 09:30:40
2023-11,9호선2~3단계,4132,석촌고분,"167,126","162,158","42,315","42,519",2023-12-03 09:30:40
2023-11,9호선2~3단계,4133,석촌,"235,426","210,896","43,110","38,275",2023-12-03 09:30:40
2023-11,9호선2~3단계,4134,송파나루,"132,974","141,621","29,926","31,307",2023-12-03 09:30:40
2023-11,9호선2~3단계,4135,한성백제,"70,990","63,162","18,750","16,820",2023-12-03 09:30:40
2023-11,9호선2~3단계,4136,올림픽공원(한국체대),"238,521","255,880","36,007","36,087",2023-12-03 09:30:40
2023-11,9호선2~3단계,4137,둔촌오륜,"27,539","25,263","7,582","8,085",2023-12-03 09:30:40
2023-11,9호선2~3단계,4138,중앙보훈병원,"262,235","223,427","83,490","81,212",2023-12-03 09:30:40
2023-11,우이신설선,4701,북한산우이,"63,592","55,093","35,854","37,495",2023-12-03 09:30:40
2023-11,우이신설선,4702,솔밭공원,"49,133","43,190","30,563","31,625",2023-12-03 09:30:40
2023-11,우이신설선,4703,4.19민주묘지,"78,629","77,086","36,601","32,637",2023-12-03 09:30:40
2023-11,우이신설선,4704,가오리,"76,179","73,696","53,440","55,057",2023-12-03 09:30:40
2023-11,우이신설선,4705,화계,"60,530","54,507","46,375","47,131",2023-12-03 09:30:40
2023-11,우이신설선,4706,삼양,"32,331","32,500","28,138","31,034",2023-12-03 09:30:40
2023-11,우이신설선,4707,삼양사거리,"38,999","39,497","37,639","37,565",2023-12-03 09:30:40
2023-11,우이신설선,4708,솔샘,"136,371","123,837","42,197","44,012",2023-12-03 09:30:40
2023-11,우이신설선,4709,북한산보국문,"153,854","143,359","46,514","46,012",2023-12-03 09:30:40
2023-11,우이신설선,4710,정릉,"100,886","89,775","49,443","46,423",2023-12-03 09:30:40
2023-11,우이신설선,4711,성신여대입구(돈암),"76,900","90,351","31,000","30,462",2023-12-03 09:30:40
2023-11,우이신설선,4712,보문,"32,835","33,079","16,254","15,740",2023-12-03 09:30:40
2023-11,우이신설선,4713,신설동,"37,126","36,993","34,416","29,198",2023-12-03 09:30:40
2023-11,신림선,4401,샛강,"64,150","77,756","15,255","14,521",2023-12-03 09:30:40
2023-11,신림선,4402,대방,"69,133","51,207","17,595","14,637",2023-12-03 09:30:40
2023-11,신림선,4403,서울지방병무청,"63,729","68,443","23,821","26,149",2023-12-03 09:30:40
2023-11,신림선,4404,보라매,"91,158","84,553","23,205","20,627",2023-12-03 09:30:40
2023-11,신림선,4405,보라매공원,"44,496","48,475","16,196","17,611",2023-12-03 09:30:40
2023-11,신림선,4406,보라매병원,"153,221","160,648","52,989","51,974",2023-12-03 09:30:40
2023-11,신림선,4407,당곡,"97,670","94,152","36,477","36,516",2023-12-03 09:30:40
2023-11,신림선,4408,신림,"35,127","51,633","15,737","18,935",2023-12-03 09:30:40
2023-11,신림선,4409,서원,"77,894","65,471","24,415","23,875",2023-12-03 09:30:40
2023-11,신림선,4410,서울대벤처타운,"217,023","193,997","65,142","64,578",2023-12-03 09:30:40
2023-11,신림선,4411,관악산(서울대),"58,912","63,597","29,703","30,296",2023-12-03 09:30:40
